Customer id,State, Last yr sales , Prior yr sales ,Life orders,Entry date,Cust type id
270125,MD,371,738,6,2017-03-24,Gift Basket Home
234988,MI,371,287,13,2005-09-02,RR
250734,FL,370,  -   ,5,2014-09-29,EVENT
248004,NJ,368,287,23,2011-11-10,Gift Basket Store
280197,MD,364,  -   ,1,2018-08-08,Tax Exempt Charity 
137539,AR,363,1186,33,2005-02-28,Florist
270282,VA,361,1781,3,2017-08-11,Gift Basket Store
250840,NY,361,1438,10,2014-10-29,Gift Basket Store
173630,TN,361,1027,25,1998-10-21,Gift Basket Store
280207,CO,357,  -   ,2,2018-08-13,Gift Basket Home
280313,NY,356,  -   ,1,2018-10-18,Gift Basket 
280183,SC,356,  -   ,2,2018-07-16,Florist
251624,WA,354,212,8,2015-11-10,WINERY
250483,MA,354,847,16,2014-05-19,WINERY
280036,VA,354,  -   ,2,2018-01-31,Gift Basket Home
249696,PA,354,718,16,2013-06-12,WINERY
205610,TN,353,268,104,1998-12-29,WINERY
280032,TX,352,  -   ,1,2018-01-26,Florist
249878,IL,350,  -   ,2,2013-10-03,Gift Basket Store
245026,ID,349,254,17,2008-10-21,Gift Basket Store
270492,WA,348,  -   ,1,2017-12-12,Grocery
280429,IN,346,  -   ,1,2018-12-05,Florist
280142,NJ,346,  -   ,1,2018-05-30,Gift Basket Store
270268,IL,343,  -   ,3,2017-08-03,Gift Basket Store
280082,FL,341,  -   ,1,2018-03-23,OTH
239011,OH,340,714,32,2005-11-21,Liquor
234105,IL,340,321,25,2005-09-02,Gift Basket Home
260309,PA,337,843,8,2016-08-30,Gift Basket Store
280187,CA,337,  -   ,1,2018-07-23,CNSMR
280212,TX,335,  -   ,1,2018-08-17,Gift Basket Home
260430,LA,334,362,5,2016-10-26,CAN
260301,PA,332,199,6,2016-08-29,Catalog
260023,FL,331,  -   ,6,2016-01-18,Gift Basket Store
280239,CO,329,  -   ,1,2018-09-10,Gift Basket 
280453,CA,327,  -   ,1,2018-12-20,Gift Basket Store
208501,NJ,327,659,43,2005-02-28,Gift Basket Home
251608,FL,327,210,6,2015-11-05,Florist
247505,NJ,327,  -   ,8,2011-05-02,Gift Basket Home
260101,NJ,327,80,15,2016-03-24,Gift Basket Home
280160,FL,324,  -   ,2,2018-06-18,WINE
248577,MO,324,622,18,2012-06-18,Gift Basket Home
280436,IL,322,  -   ,2,2018-12-06,Gift Basket Store
239531,UT,322,199,9,2006-02-01,Florist
250353,ON,321,  -   ,4,2014-03-06,Gift Basket Store
260435,AL,320,  -   ,3,2016-10-27,WINE
246777,IN,319,  -   ,11,2010-07-12,Gift Store
280080,TX,318,  -   ,1,2018-03-22,Gift Basket Store
248017,OR,318,694,10,2011-11-15,UNK
248080,MN,318,1667,24,2011-12-01,Restaurant 
246631,IL,317,422,9,2010-05-06,Gift Store
243990,NV,312,  -   ,21,2008-01-03,Gift Basket Home
270511,NJ,312,  -   ,1,2017-12-13,Gift Basket Home
260372,GA,311,742,6,2016-09-30,Gift Store
246289,MA,310,  -   ,2,2009-12-07,Florist
270409,NJ,306,597,2,2017-11-13,Gift Basket 
249279,PA,306,338,10,2012-12-13,Gift Store
243588,WI,305,650,38,2007-10-31,Liquor
247706,SC,304,1215,17,2011-08-16,Florist
32914,AZ,304,72,10,1996-03-07,Gift Basket Home
280393,VA,304,  -   ,1,2018-11-16,Gift Basket 
250959,VA,303,  -   ,5,2014-11-25,WINE
249749,NJ,301,286,4,2013-07-18,Gift Basket Home
280300,IL,301,  -   ,3,2018-10-12,Gift Store
280118,FL,299,  -   ,1,2018-05-09,Gift Basket Store
249356,NY,299,  -   ,5,2013-01-11,Gift Store
280090,CO,299,  -   ,4,2018-04-04,Gift Basket 
246104,SC,296,312,10,2009-10-20,Florist
280247,CT,296,  -   ,2,2018-09-13,Gift Store
280403,GA,295,  -   ,1,2018-11-20,Grocery
280304,OK,295,  -   ,1,2018-10-15,Gift Basket Store
280015,VA,293,  -   ,1,2018-01-08,Gift Basket Home
250639,GA,293,879,6,2014-08-20,Gift Basket Store
280322,TX,292,  -   ,2,2018-10-23,Gift Basket Store
280390,CA,292,  -   ,1,2018-11-16,CNSMR
280361,IA,290,  -   ,1,2018-11-07,Restaurant 
280421,NC,289,  -   ,1,2018-11-30,CNSMR
280269,NC,288,  -   ,1,2018-09-28,Gift Store
250833,FL,288,311,20,2014-10-27,Florist
270088,FL,288,  -   ,1,2017-03-07,Gift Basket Home
249670,ND,286,271,14,2013-05-31,Gift Store
243304,PA,285,297,7,2007-09-20,Gift Store
251199,IN,284,876,5,2015-03-06,Gift Basket Store
270484,PA,283,111,3,2017-12-11,Gift Basket Home
260328,TX,283,1241,8,2016-09-12,Florist
260380,FL,282,110,3,2016-10-04,Gift Basket Home
280211,MI,280,  -   ,2,2018-08-17,Gift Basket 
250354,NC,279,442,24,2014-03-06,Florist
246884,IA,279,839,17,2010-09-03,CAN
280419,FL,279,  -   ,1,2018-11-29,Gift Basket Store
243219,CO,279,197,22,2007-09-10,WINERY
230944,VA,276,986,34,2004-10-06,Liquor
260065,TN,275,  -   ,2,2016-03-01,Gift Basket Home
280259,IL,274,  -   ,1,2018-09-24,Gift Basket 
260432,ID,272,206,6,2016-10-27,Gift Basket Home
280358,OH,271,  -   ,2,2018-11-06,Gift Basket Home
280237,NC,271,  -   ,3,2018-09-10,Gift Basket Home
280376,PA,270,  -   ,1,2018-11-12,Gift Basket 
212065,IL,268,301,31,2000-10-17,Gift Store
174066,RI,267,344,31,1999-09-21,Gift Store
233475,WA,267,  -   ,22,2005-08-04,CT
270317,WA,266,850,11,2017-09-05,Gift Basket Store
251326,FL,265,  -   ,2,2015-06-10,Gift Basket Home
30776,CT,265,  -   ,20,1996-01-16,Gift Basket Store
260339,CA,265,  -   ,4,2016-09-16,WINE
230082,LA,261,228,11,2004-07-30,Gift Basket Home
247758,TX,261,  -   ,12,2011-09-06,Florist
234567,NJ,260,  -   ,5,2005-09-02,Gift Basket Store
280223,VA,260,  -   ,2,2018-08-27,Gift Basket Store
249268,OH,260,184,7,2012-12-12,Gift Basket Store
270190,VA,259,242,5,2017-05-10,WINERY
39929,NY,259,194,54,1996-08-21,Florist
280276,PA,258,  -   ,1,2018-10-02,Gift Basket Home
280265,AL,256,  -   ,1,2018-09-27,Specialty Food Store
251384,OR,255,444,15,2015-07-28,UNK
280395,WI,253,  -   ,1,2018-11-16,Gift Packer
246274,MD,253,  -   ,5,2009-12-01,Gift Basket Home
239355,OR,252,126,13,2006-01-13,Gift Basket Home
251729,GA,251,  -   ,4,2015-12-01,Gift Basket Home
270449,FL,251,592,3,2017-11-30,Gift Basket Store
250150,GA,251,253,11,2013-12-10,Gift Store
249651,DE,250,1215,6,2013-05-23,Florist
237297,IL,250,138,9,2005-09-05,Gift Basket Store
280208,MN,250,  -   ,1,2018-08-15,Tax Exempt Charity 
250418,VA,249,  -   ,8,2014-04-09,Gift Basket Store
246973,TX,248,  -   ,3,2010-10-05,Gift Basket 
270016,NJ,248,505,9,2016-11-14,CT
280439,GA,246,  -   ,1,2018-12-10,Grocery
280348,UT,245,  -   ,1,2018-11-01,Gift Basket Store
280029,FL,245,  -   ,1,2018-01-22,Florist
280051,TX,244,  -   ,2,2018-02-28,Gift Store
260141,GA,242,110,5,2016-04-18,Gift Store
270262,IN,242,  -   ,4,2017-07-31,Gift Basket Store
260393,TN,241,267,3,2016-10-10,Gift Basket Store
280341,WI,241,  -   ,3,2018-10-31,Restaurant 
270432,ID,241,1028,2,2017-11-22,Gift Basket Store
246457,MS,241,112,6,2010-02-11,REP
280380,GA,240,  -   ,1,2018-11-13,Florist
245032,OR,237,68,8,2008-10-22,Gift Basket Home
247753,IL,237,  -   ,15,2011-09-06,WINE
280061,MN,235,  -   ,1,2018-03-08,Gift Store
280231,CO,235,  -   ,1,2018-09-05,Gift Basket Home
280443,PA,234,  -   ,1,2018-12-12,Gift Basket 
243524,TX,233,412,34,2007-10-23,WINERY
241837,PA,232,162,7,2006-11-03,Gift Store
280299,NV,232,  -   ,1,2018-10-12,CNSMR
280283,MD,229,  -   ,1,2018-10-04,Gift Store
249446,FL,228,555,26,2013-02-11,Gift Basket Store
126396,FL,227,  -   ,12,2005-02-28,Florist
250727,MI,227,805,24,2014-09-24,Gift Basket Home
280295,NC,226,  -   ,2,2018-10-10,Gift Basket Store
251154,TX,223,154,7,2015-02-05,Florist
205203,IL,223,278,53,1998-11-09,Gift Basket Store
245528,IL,222,  -   ,2,2009-03-06,Florist
280100,CA,221,  -   ,1,2018-04-20,CNSMR
280190,CT,221,  -   ,1,2018-07-31,CNSMR
280159,TX,221,  -   ,3,2018-06-15,Gift Basket Home
270452,CA,219,2805,3,2017-12-01,Gift Basket Store
280033,CA,218,  -   ,1,2018-01-26,Liquor
247573,WY,217,  -   ,8,2011-06-20,Gift Store
245196,TX,217,155,18,2008-11-18,WINERY
280312,TX,216,  -   ,1,2018-10-18,Gift Basket Store
280180,OK,216,  -   ,1,2018-07-11,EVENT
248062,NY,215,136,12,2011-11-29,Florist
280367,NC,215,  -   ,1,2018-11-08,Gift Basket Store
229634,NC,214,  -   ,15,2004-05-11,Florist
248660,NJ,214,611,9,2012-07-17,Gift Basket Store
270255,FL,213,542,3,2017-07-25,Gift Basket Home
280193,CT,213,  -   ,2,2018-08-02,Gift Basket 
280406,GA,213,  -   ,1,2018-11-21,Gift Store
247848,IL,212,  -   ,4,2011-10-05,Gift Basket Home
243530,VA,211,437,35,2007-10-24,Gift Basket Store
280336,NY,210,  -   ,1,2018-10-30,Gift Basket Home
260318,IL,207,442,13,2016-09-06,Florist
251295,TN,207,140,14,2015-05-11,Florist
280059,WA,207,  -   ,2,2018-03-08,Hotel
280357,GA,207,  -   ,2,2018-11-06,Gift Store
280191,NY,206,  -   ,1,2018-07-31,Tax Exempt Charity 
280040,DC,205,  -   ,2,2018-02-08,Gift Basket Home
26071,MO,205,196,69,1996-09-27,Gift Basket Store
280041,MD,203,  -   ,1,2018-02-08,CNSMR
280104,NH,202,  -   ,1,2018-04-24,Gift Basket Home
247955,NJ,202,272,8,2011-10-28,WINE
220342,PA,202,  -   ,16,2002-04-19,Gift Basket Home
248586,WI,199,318,12,2012-06-20,Gift Basket Home
280226,MO,199,  -   ,1,2018-08-31,Gift Basket 
248367,FL,198,  -   ,15,2012-02-29,WINE
251300,MO,198,656,15,2015-05-11,CT
250749,KY,197,  -   ,4,2014-10-06,Gift Store
250881,CA,196,670,7,2014-11-11,UNK
251659,OR,196,378,11,2015-11-16,Gift Store
260603,MD,196,107,3,2016-12-13,Gift Basket Home
280316,MS,196,  -   ,1,2018-10-19,Gift Store
248050,MD,195,130,7,2011-11-23,EVENT
280442,NJ,194,  -   ,1,2018-12-11,Gift Basket Store
280217,VA,192,  -   ,1,2018-08-21,Gift Basket 
250852,IN,192,566,9,2014-11-03,Restaurant 
280023,CO,191,  -   ,1,2018-01-19,Gift Basket Home
241276,FL,190,786,8,2006-09-29,Gift Basket Home
249508,MN,189,  -   ,4,2013-03-13,WINERY
280377,CT,189,  -   ,2,2018-11-12,Gift Basket Store
280372,NJ,189,  -   ,2,2018-11-09,UNK
270270,NY,187,187,2,2017-08-04,WINERY
260574,PA,187,  -   ,2,2016-12-06,Florist
280233,PA,187,  -   ,1,2018-09-05,CNSMR
245573,OH,186,  -   ,7,2009-04-01,Restaurant 
244987,MO,186,329,25,2008-10-15,Gift Store
280263,OH,185,  -   ,2,2018-09-26,Gift Basket Store
280172,WA,185,  -   ,2,2018-06-29,Gift Basket 
247852,MA,185,534,14,2011-10-06,Liquor
280260,IL,184,  -   ,1,2018-09-25,CNSMR
248850,FL,184,297,17,2012-09-13,Florist
248937,SC,184,  -   ,5,2012-10-11,Florist
280139,NC,184,  -   ,3,2018-05-29,Gift Basket Store
280162,KS,183,  -   ,2,2018-06-20,Gift Basket Home
280409,IL,183,  -   ,1,2018-11-26,CT
280335,NC,182,  -   ,1,2018-10-29,Gift Basket 
250961,PA,181,  -   ,1,2014-11-26,Gift Basket Store
280013,NM,181,  -   ,1,2018-01-05,EVENT
237646,PA,180,  -   ,3,2005-09-05,Gift Basket 
280292,VA,179,  -   ,1,2018-10-09,Gift Basket Store
280111,WA,179,  -   ,1,2018-05-02,Gift Basket Store
280025,IL,178,  -   ,1,2018-01-22,Gift Basket 
260495,CA,178,365,4,2016-11-11,Restaurant 
248929,KS,176,306,6,2012-10-09,Florist
260457,OH,176,395,5,2016-11-02,Gift Basket Home
30121,FL,175,121,50,1995-11-21,Gift Basket Store
270349,CA,175,382,5,2017-10-04,WINERY
280181,FL,173,  -   ,1,2018-07-13,Florist
231636,IL,173,  -   ,47,2004-12-10,Hotel
280418,CA,173,  -   ,1,2018-11-29,Gift Basket Store
270108,NJ,171,94,4,2017-03-15,Gift Basket Home
251025,FL,170,111,2,2014-12-12,Florist
280184,TN,169,  -   ,1,2018-07-18,CNSMR
242856,OH,168,642,9,2007-05-08,Gift Basket Home
280412,NY,167,  -   ,2,2018-11-27,Gift Basket Home
270175,TN,166,466,3,2017-05-02,Hotel
280174,TN,165,  -   ,2,2018-07-05,Gift Basket Store
280437,IL,164,  -   ,2,2018-12-07,OTH
238876,CO,164,394,12,2005-11-03,Gift Basket Home
280434,ID,164,  -   ,2,2018-12-06,Gift Basket Store
239027,IL,164,390,125,2005-11-22,Gift Packer
247446,NV,163,163,45,2011-04-01,CAN
246830,IL,163,98,18,2010-08-11,Gift Basket Home
249963,NH,163,  -   ,5,2013-10-29,Gift Basket Store
260529,TX,162,603,4,2016-11-18,WINERY
280128,NE,162,  -   ,2,2018-05-17,EVENT
280389,FL,162,  -   ,1,2018-11-15,Gift Basket Store
280138,VA,161,  -   ,2,2018-05-29,Gift Basket 
280137,KY,161,  -   ,2,2018-05-25,Gift Basket Home
280399,OR,160,  -   ,1,2018-11-19,Gift Basket Home
270285,PA,158,211,5,2017-08-14,Gift Basket Store
235825,IN,158,139,9,2005-09-02,Gift Store
250272,ME,158,108,16,2014-01-27,Gift Basket 
239858,CO,155,  -   ,3,2006-02-28,Gift Basket Home
280085,CO,155,  -   ,1,2018-03-27,Tax Exempt Charity 
280196,TN,155,  -   ,1,2018-08-06,Gift Basket Home
251568,MA,154,153,5,2015-10-28,Gift Store
251233,MN,153,187,15,2015-04-09,Gift Basket Home
233680,AL,151,301,29,2005-08-05,WINE
250972,IN,151,143,5,2014-12-01,EVENT
270362,VA,150,216,2,2017-10-16,Gift Basket Store
280235,MN,150,  -   ,1,2018-09-10,EVENT
280297,MN,150,  -   ,1,2018-10-11,Gift Basket Store
280176,WI,149,  -   ,1,2018-07-09,CNSMR
270464,FL,149,96,2,2017-12-07,WINE
280385,LA,148,  -   ,1,2018-11-15,Gift Basket 
280092,MI,148,  -   ,1,2018-04-09,Gift Basket Store
280307,AZ,147,  -   ,1,2018-10-16,Gift Basket Store
237063,IL,147,  -   ,28,2005-09-05,Gift Basket 
246497,ME,146,221,8,2010-02-25,Gift Basket Store
250276,NV,145,  -   ,1,2014-01-28,Gift Basket Home
270314,WI,145,  -   ,1,2017-08-31,Gift Basket Home
280252,FL,144,  -   ,1,2018-09-18,EVENT
247216,AL,144,546,20,2010-12-07,Gift Basket Home
239393,NJ,143,524,24,2006-01-19,WINE
247102,IN,142,111,11,2010-11-09,Gift Basket Home
20335,AL,142,637,115,1996-02-23,Florist
244233,CA,142,340,4,2008-03-20,Grocery
247204,OR,140,164,7,2010-12-03,Florist
248988,MN,140,458,6,2012-10-22,Gift Store
270458,AR,139,1003,3,2017-12-04,WINE
251532,NE,138,763,8,2015-10-19,Liquor
119425,NY,137,537,25,1998-12-05,Florist
233824,IL,137,258,34,2005-09-02,WINE
280391,NJ,137,  -   ,2,2018-11-16,Gift Basket Store
270421,NJ,136,295,2,2017-11-17,Liquor
270357,SC,136,270,2,2017-10-11,Florist
250460,CO,136,138,13,2014-05-01,Gift Basket Store
37721,IL,135,463,37,1996-06-28,Gift Basket Home
249260,IL,135,44,9,2012-12-10,Gift Basket Home
224151,MD,135,135,14,2003-01-03,Gift Basket Home
245419,FL,134,463,22,2009-01-29,Gift Basket Store
270327,FL,132,1993,3,2017-09-13,OOB
248853,OH,130,  -   ,3,2012-09-13,Florist
250383,OR,130,89,13,2014-03-25,Gift Basket Home
247179,PA,129,313,4,2010-11-24,Gift Store
270358,NV,128,185,3,2017-10-12,Gift Basket Store
248982,CO,127,625,7,2012-10-20,Gift Basket 
248021,PA,127,179,13,2011-11-15,WINERY
250326,CA,126,  -   ,20,2014-02-20,Hotel
246060,MS,124,803,129,2009-10-12,Hotel
217331,MD,124,207,23,2001-10-11,Gift Basket Home
251213,MI,123,703,8,2015-03-19,Gift Store
249983,KY,123,167,4,2013-11-05,Gift Basket Store
225423,IL,123,2348,105,2003-04-11,Gift Basket 
260286,VA,123,187,4,2016-08-17,WINERY
31608,AZ,121,96,25,1996-02-05,Gift Basket Store
247841,NY,120,142,9,2011-10-03,Florist
270093,TX,118,585,8,2017-03-08,Gift Store
243328,NC,118,169,12,2007-09-24,UNK
173608,PA,118,176,24,2005-02-28,Gift Basket Store
260025,IN,118,82,3,2016-01-18,Gift Store
270210,NC,118,62,2,2017-06-06,Gift Basket 
270410,MO,115,117,2,2017-11-13,Gift Basket 
251649,GA,113,195,11,2015-11-13,Gift Basket Store
210711,TX,112,50,23,2005-02-28,CAN
249736,MA,109,178,13,2013-07-08,Hospital
247598,FL,108,477,23,2011-06-29,Gift Basket Store
247735,IL,106,88,9,2011-08-25,Gift Basket Home
246968,WI,103,204,10,2010-10-05,CT
251583,NJ,101,  -   ,5,2015-10-30,Gift Store
248598,TX,100,67,12,2012-06-25,UNK
260091,FL,99,1006,24,2016-03-21,Gift Basket Home
260374,IN,99,145,4,2016-10-03,WINE
245275,OK,99,450,15,2008-12-05,Gift Basket Store
270460,NY,98,451,3,2017-12-05,Gift Basket Store
249874,CA,97,721,17,2013-10-02,Gift Basket Home
239854,NC,95,190,11,2006-02-28,Gift Basket Store
245989,NH,95,245,12,2009-09-22,Gift Basket Home
249528,LA,94,123,14,2013-03-27,CAN
23438,AL,93,262,50,1996-03-04,Gift Store
280081,OH,90,  -   ,2,2018-03-23,Tax Exempt Charity 
251601,CA,89,179,8,2015-11-05,CNSMR
241067,NY,89,1190,51,2006-09-05,Gift Basket Store
270232,SC,86,86,3,2017-07-03,CNSMR
242059,MA,83,103,17,2006-11-28,Gift Basket Home
251321,NY,82,239,8,2015-06-08,Gift Store
260577,CA,79,240,3,2016-12-07,Florist
260581,IN,78,1797,5,2016-12-08,WINERY
249972,KY,76,606,8,2013-10-31,Gift Basket Home
280302,FL,74,  -   ,2,2018-10-15,Gift Basket Home
247853,WI,71,75,19,2011-10-07,CNSMR
246239,AL,70,166,13,2009-11-23,WINE
244781,NC,66,115,47,2008-09-02,WINE
270394,GA,55,325,2,2017-11-08,Gift Basket Home
245898,MO,53,131,14,2009-08-21,CT
247658,PA,47,257,20,2011-07-29,WINERY
270030,TN,47,103,3,2017-01-23,Gift Store
260373,MI,46,253,7,2016-09-30,CNSMR
251501,FL,39,1691,57,2015-10-05,Gift Basket Home
231984,MI,38,147,12,2005-02-03,Gift Basket Store
270241,TN,34,119,2,2017-07-10,Gift Basket Home
,,1568851,1591906,,,
